Claim_ID,Food_ID,Receiver_ID,Status,Timestamp,Weekday,Hour,Month,Days_Since_Claim,Status_Code,Food_Name,Quantity,Expiry_Date,Provider_ID,Provider_Type,Location,Food_Type,Meal_Type,Days_To_Expiry,Is_Expired,Meal_Type_Code,Food_Type_Code,Name,Type,Address,City,Contact,Type_Code,City_Name_Length,Address_Length,Name_Receiver,Type_Receiver,City_Receiver,Contact_Receiver,Type_Code_Receiver,City_Name_Length_Receiver,Contact_Length
164,918,35,Pending,2025-03-04 03:24:00,Tuesday,3,March,162,2,Dairy,8,2025-03-29,583,Catering Service,Marcstad,Vegetarian,Breakfast,-138,True,0,2,Martin-Wright,Catering Service,"45525 Ronald Forks
Mauricestad, ID 75984",Marcstad,870723-3756x318,0,8,40,James Castaneda,Shelter,South Rachaelhaven,932-277-2945x55052,3,18,18
165,616,254,Pending,2025-03-11 04:53:00,Tuesday,4,March,155,2,Fish,35,2025-03-20,735,Restaurant,Westmouth,Non-vegetarian,Dinner,-147,True,1,0,Koch Inc,Restaurant,"97748 Anderson Port
Audreyberg, TN 75408",Westmouth,972427-3809x5165,2,9,40,Felicia Wilkinson,Shelter,Williamsfort,4034230469,3,12,10
166,19,297,Completed,2025-03-03 23:05:00,Monday,23,March,163,1,Rice,13,2025-03-30,419,Supermarket,Port Peter,Vegan,Breakfast,-137,True,0,1,"Hanson, Wilkerson And Lee",Supermarket,"948 Evans Green
Lake Carol, GA 38897",Port Peter,7595355451,3,10,36,Deanna Daniels,Individual,Aguilarstad,001-436-929-2288,1,11,16
167,873,63,Completed,2025-03-20 01:38:00,Thursday,1,March,146,1,Rice,49,2025-03-29,712,Restaurant,Huberstad,Vegan,Lunch,-138,True,2,1,Payne Inc,Restaurant,"9339 Jackson Spur
Williamsshire, ID 32726",Huberstad,001-148-921-4043x467,2,9,41,David Turner,Charity,East William,4456052297,0,12,10
168,609,440,Completed,2025-03-01 16:18:00,Saturday,16,March,165,1,Bread,38,2025-03-23,541,Catering Service,West Karen,Vegetarian,Breakfast,-144,True,0,2,Lewis-Deleon,Catering Service,"PSC 3880, Box 0574
APO AE 02776",West Karen,399-298-6885x917,0,10,31,Alexander Walsh,Individual,Troyshire,001-443-638-7858x7009,1,9,21
169,188,353,Completed,2025-03-08 00:38:00,Saturday,0,March,158,1,Soup,4,2025-03-20,55,Grocery Store,Danachester,Vegan,Breakfast,-147,True,0,1,Wilson-Brown,Grocery Store,"220 Rachel Trace
Port Mark, AK 17083",Danachester,001-473-163-6196x2386,1,11,36,Mrs. Stacey Morales Md,Individual,Juliastad,8660509817,1,9,10
170,157,374,Pending,2025-03-05 19:34:00,Wednesday,19,March,161,2,Chicken,37,2025-03-20,600,Catering Service,Meganshire,Vegan,Breakfast,-147,True,0,1,Green Llc,Catering Service,"898 Michael Mall
East Randy, RI 35381",Meganshire,659-948-4636,0,10,37,Ricky Walker,Individual,Port Johnstad,001-066-700-7862x511,1,13,20
171,290,134,Pending,2025-03-02 17:02:00,Sunday,17,March,164,2,Dairy,19,2025-03-19,315,Restaurant,Lake Andrewmouth,Non-vegetarian,Lunch,-148,True,2,0,Nelson Llc,Restaurant,"773 Frazier Ranch
Kellerbury, GA 32205",Lake Andrewmouth,+1-859-029-3911x34890,2,16,38,Emily Christian,Individual,Marcusberg,724629-2189x533,1,10,15
172,226,140,Cancelled,2025-03-21 02:08:00,Friday,2,March,145,0,Rice,26,2025-03-22,242,Restaurant,Michaelport,Non-vegetarian,Snacks,-145,True,3,0,Aguilar-Frederick,Restaurant,"6353 Chad Circles
Brewerland, NM 53897",Michaelport,+1-057-752-7548,2,11,38,Kristin Scott,Shelter,North Christina,5989059117,3,15,10
173,504,390,Completed,2025-03-18 06:41:00,Tuesday,6,March,148,1,Rice,28,2025-03-30,227,Grocery Store,Derekport,Vegetarian,Lunch,-137,True,2,2,Morse-Hoffman,Grocery Store,"677 Jenna Village
Port Rhonda, OK 56596",Derekport,440514-8820x3017,1,9,39,Victor Crawford,Ngo,New Brandonton,+1-389-087-5252x62752,2,14,21
174,277,947,Cancelled,2025-03-03 18:22:00,Monday,18,March,163,0,Pasta,30,2025-03-22,244,Supermarket,Toddberg,Non-vegetarian,Lunch,-145,True,2,0,Chan-Elliott,Supermarket,"16644 Kelli Spur
Gregoryville, SC 80630",Toddberg,021-322-3933x46620,3,8,39,Debra Webster,Charity,East Debramouth,930291-9053x13757,0,15,17
175,813,745,Pending,2025-03-07 21:27:00,Friday,21,March,159,2,Fish,33,2025-03-23,610,Supermarket,Allenton,Vegetarian,Breakfast,-144,True,0,2,"Kelly, Cummings And Ward",Supermarket,"Unit 4632 Box 7131
DPO AP 21204",Allenton,7950787850,3,8,31,Jose Vance,Ngo,Lake Heatherberg,2166207837x2021,2,16,15
176,35,276,Cancelled,2025-03-12 01:34:00,Wednesday,1,March,154,0,Rice,6,2025-03-23,108,Supermarket,East Austin,Vegan,Breakfast,-144,True,0,1,Williams-Cox,Supermarket,"400 Ross Radial
Francomouth, MT 80264",East Austin,0821142329,3,11,37,Scott Hunter,Individual,Greenton,0743055053x60975,1,8,16
177,425,96,Cancelled,2025-03-04 20:52:00,Tuesday,20,March,162,0,Chicken,19,2025-03-24,4,Grocery Store,Mendezmouth,Non-vegetarian,Breakfast,-143,True,0,0,"Clark, Prince And Williams",Grocery Store,"467 Bell Trail Suite 409
Port Jesus, IA 61188",Mendezmouth,5569448935x401,1,11,45,Michael Walls,Individual,Carterside,650-930-7741,1,10,12
178,437,262,Cancelled,2025-03-05 05:55:00,Wednesday,5,March,161,0,Chicken,29,2025-03-16,345,Catering Service,North Tracy,Non-vegetarian,Dinner,-151,True,1,0,Mitchell-Watson,Catering Service,"2215 Jacob Valleys Suite 115
Garcialand, SC 12573",North Tracy,001-366-677-9015,0,11,49,Autumn Reed,Ngo,East John,+1-001-202-0048,2,9,15
179,787,339,Completed,2025-03-09 09:23:00,Sunday,9,March,157,1,Fish,48,2025-03-24,355,Restaurant,Port Patrick,Vegetarian,Dinner,-143,True,1,2,Bowman Llc,Restaurant,"64024 Hunter Plaza Apt. 997
Grantstad, NM 06478",Port Patrick,039-263-2786x611,2,12,47,Dustin Johnson,Individual,Gomezmouth,001-171-995-2815x84366,1,10,22
180,644,983,Pending,2025-03-05 01:27:00,Wednesday,1,March,161,2,Bread,21,2025-03-18,42,Grocery Store,East Nicholasbury,Non-vegetarian,Snacks,-149,True,3,0,Austin-Yu,Grocery Store,"482 Lisa Viaduct
Shirleyberg, IL 95427",East Nicholasbury,+1-392-878-0666x94428,1,17,38,Joanna Black,Ngo,North Jacobhaven,7819505825,2,16,10
181,465,996,Pending,2025-03-16 09:20:00,Sunday,9,March,150,2,Rice,32,2025-03-19,532,Grocery Store,Darrylchester,Vegetarian,Snacks,-148,True,3,2,Johnson-Green,Grocery Store,"7369 Kenneth Haven
Andrewborough, UT 47985",Darrylchester,001-090-513-0319x965,1,13,42,Matthew Curtis,Shelter,Lanechester,127-889-4442x1289,3,11,17
182,579,342,Pending,2025-03-19 01:41:00,Wednesday,1,March,147,2,Dairy,44,2025-03-24,885,Restaurant,Lake Stephen,Vegetarian,Breakfast,-143,True,0,2,"Spears, Anderson And Huffman",Restaurant,"4257 Roberto Squares
New Timothyhaven, NY 01630",Lake Stephen,1906277080,2,12,47,Kristina Vargas,Charity,Lake Rebeccaton,3647796707x066,0,15,14
183,879,382,Cancelled,2025-03-13 12:37:00,Thursday,12,March,153,0,Chicken,21,2025-03-25,778,Catering Service,Edwardsbury,Non-vegetarian,Dinner,-142,True,1,0,Blanchard-Parsons,Catering Service,"81800 Preston Land Apt. 698
Murphyport, MS 99875",Edwardsbury,1686096009,0,11,48,Patricia Stevens,Shelter,Perezport,001-628-479-0049x980,3,9,20
184,80,50,Cancelled,2025-03-02 04:01:00,Sunday,4,March,164,0,Dairy,36,2025-03-29,434,Restaurant,Nicoletown,Vegetarian,Breakfast,-138,True,0,2,Kennedy-Johnston,Restaurant,"72862 Matthew Prairie Apt. 637
Reidland, CA 77085",Nicoletown,669695-7079x59486,2,10,49,Brian Gonzales,Ngo,North Sarah,001-241-438-2803x907,2,11,20
185,486,585,Pending,2025-03-21 04:05:00,Friday,4,March,145,2,Chicken,9,2025-03-25,550,Catering Service,Timothychester,Vegan,Snacks,-142,True,3,1,"Phelps, Graham And Hayes",Catering Service,"59138 Sherman Light Apt. 256
Rossside, ND 89271",Timothychester,512814-0594x96653,0,14,47,Mark Lewis,Ngo,Lisaview,+1-894-554-0220x5777,2,8,20
186,153,475,Pending,2025-03-11 21:04:00,Tuesday,21,March,155,2,Fish,20,2025-03-21,737,Restaurant,Port Andrea,Vegetarian,Breakfast,-146,True,0,2,"Ballard, Stanley And Hill",Restaurant,"USCGC Holt
FPO AA 27710",Port Andrea,4099952073x69158,2,11,23,Kim Gamble,Individual,East Ginafort,076275-8691,1,13,11
187,381,344,Pending,2025-03-03 12:36:00,Monday,12,March,163,2,Pasta,35,2025-03-18,86,Catering Service,New Michelle,Vegan,Dinner,-149,True,1,1,Murphy-Boyd,Catering Service,"7105 James Overpass
Wilsonberg, NC 47111",New Michelle,387-962-7399x435,0,12,40,Barbara Velasquez,Charity,Priceborough,669247-4183,0,12,11
188,896,648,Pending,2025-03-11 22:19:00,Tuesday,22,March,155,2,Vegetables,32,2025-03-18,547,Restaurant,Batesstad,Vegetarian,Snacks,-149,True,3,2,"Walter, Gonzales And Potter",Restaurant,"77735 Parsons Underpass Apt. 969
Jillberg, NH 89270",Batesstad,2616749124,2,9,51,Heather Stewart,Ngo,South Lucasview,518-936-4091x169,2,15,16
189,152,45,Completed,2025-03-13 09:32:00,Thursday,9,March,153,1,Fish,46,2025-03-24,58,Grocery Store,North Kevinhaven,Non-vegetarian,Dinner,-143,True,1,0,"Martin, Tyler And Wilkerson",Grocery Store,"334 Bishop Fort Suite 958
Port Jorge, NM 10652",North Kevinhaven,+1-287-799-5933x17852,1,16,46,Derek Potter,Charity,South Laurachester,497-372-7517x026,0,18,16
190,152,550,Pending,2025-03-20 09:21:00,Thursday,9,March,146,2,Fish,46,2025-03-24,58,Grocery Store,North Kevinhaven,Non-vegetarian,Dinner,-143,True,1,0,"Martin, Tyler And Wilkerson",Grocery Store,"334 Bishop Fort Suite 958
Port Jorge, NM 10652",North Kevinhaven,+1-287-799-5933x17852,1,16,46,Shawn Gibson,Individual,South Eric,001-268-793-0427x33000,1,10,22
191,206,448,Completed,2025-03-10 11:59:00,Monday,11,March,156,1,Rice,28,2025-03-29,931,Supermarket,South Allisonburgh,Non-vegetarian,Breakfast,-138,True,0,0,Phillips-Bradley,Supermarket,"6479 Beverly Club
East Karen, IN 38784",South Allisonburgh,001-645-494-2603,3,18,38,Nicholas Harrison,Shelter,New Timothymouth,0155752106,3,16,10
192,335,246,Completed,2025-03-02 10:05:00,Sunday,10,March,164,1,Rice,38,2025-03-20,664,Catering Service,Jeffreyshire,Non-vegetarian,Snacks,-147,True,3,0,Caldwell Plc,Catering Service,"07281 Daniel Viaduct
Gabrielmouth, OK 76168",Jeffreyshire,+1-608-327-2565x3004,0,12,43,Kristi Wagner,Shelter,Lake Darrellburgh,264-255-1562,3,17,12
193,670,601,Completed,2025-03-03 02:13:00,Monday,2,March,163,1,Salad,37,2025-03-24,289,Supermarket,Toddstad,Non-vegetarian,Snacks,-143,True,3,0,Jenkins-Carpenter,Supermarket,"9447 Dixon Orchard
Port Jacob, DE 27747",Toddstad,1448122181,3,8,39,Peter Gonzalez,Shelter,Biancaton,112578-4601x9811,3,9,16
194,771,726,Cancelled,2025-03-15 09:44:00,Saturday,9,March,151,0,Chicken,9,2025-03-23,551,Restaurant,East Sandratown,Vegetarian,Dinner,-144,True,1,2,"Holland, Caldwell And Oliver",Restaurant,"7502 Silva Lights Apt. 125
North Brittany, MA 40389",East Sandratown,670960-9465,2,15,51,Tammy Brown,Shelter,Victorton,+1-244-569-1621x3556,3,9,20
195,40,294,Completed,2025-03-15 20:49:00,Saturday,20,March,151,1,Fruits,12,2025-03-27,965,Restaurant,Port Bryce,Vegetarian,Breakfast,-140,True,0,2,Oconnor Ltd,Restaurant,"49967 Victoria Union Suite 176
Watkinsport, NC 14235",Port Bryce,+1-484-031-6824x10667,2,10,52,Cynthia Horton,Ngo,Jamesstad,5355765970x774,2,9,14
196,111,416,Completed,2025-03-20 19:37:00,Thursday,19,March,146,1,Soup,13,2025-03-17,904,Grocery Store,West Miaside,Vegetarian,Snacks,-150,True,3,2,Smith-Morales,Grocery Store,"92861 Megan Extension Apt. 163
Jacobsburgh, MD 32991",West Miaside,4811622452x4959,1,12,52,Ernest Cox,Shelter,Christinaland,061462-4166,3,13,11
197,418,324,Cancelled,2025-03-03 21:41:00,Monday,21,March,163,0,Vegetables,19,2025-03-30,685,Supermarket,Maysside,Non-vegetarian,Lunch,-137,True,2,0,Scott And Sons,Supermarket,"320 Justin Centers Apt. 436
West Carrieside, ND 53538",Maysside,001-085-825-1185x328,3,8,53,Kristine Martin,Ngo,Thompsonhaven,4449544127x16438,2,13,16
198,985,495,Completed,2025-03-04 01:17:00,Tuesday,1,March,162,1,Bread,31,2025-03-16,935,Grocery Store,Ramseyfort,Vegetarian,Dinner,-151,True,1,2,Frazier-Sanders,Grocery Store,"5099 Campbell Falls
Port Paulmouth, AK 72465",Ramseyfort,001-581-378-3772x04562,1,10,44,Andrea Meyer,Individual,Christophertown,001-579-575-4238x796,1,15,20
199,913,439,Cancelled,2025-03-09 03:22:00,Sunday,3,March,157,0,Fruits,39,2025-03-22,962,Catering Service,Alexanderchester,Vegetarian,Dinner,-145,True,1,2,Galloway-Henderson,Catering Service,"Unit 2168 Box 9786
DPO AA 06880",Alexanderchester,001-867-928-0212x3211,0,16,31,Erika Lopez,Shelter,North Margarethaven,1170271702,3,19,10
200,97,350,Completed,2025-03-08 21:48:00,Saturday,21,March,158,1,Rice,44,2025-03-21,346,Grocery Store,Thomasville,Vegetarian,Dinner,-146,True,1,2,"Phillips, Wolfe And Martin",Grocery Store,"Unit 1376 Box 6294
DPO AE 62072",Thomasville,001-548-413-4962,1,11,31,Sylvia Stanley,Shelter,Jenniferbury,065-230-0281,3,12,12
201,671,94,Completed,2025-03-17 19:09:00,Monday,19,March,149,1,Salad,49,2025-03-24,498,Grocery Store,East Craig,Vegetarian,Breakfast,-143,True,0,2,"Jones, Ortega And Rubio",Grocery Store,"61516 Villarreal Lights
South Ashleymouth, OH 60424",East Craig,993551-7736x1457,1,10,51,Timothy Patel Dvm,Charity,New Jessica,+1-046-832-9667x841,0,11,19
202,415,917,Cancelled,2025-03-18 08:50:00,Tuesday,8,March,148,0,Vegetables,18,2025-03-23,537,Restaurant,Callahanside,Vegan,Breakfast,-144,True,0,1,Jones Group,Restaurant,"3828 Williams Lake
Brownshire, OR 72935",Callahanside,104313-7701x468,2,12,39,Michael Townsend,Shelter,East Kevin,0348038502x33851,3,10,16
203,179,949,Completed,2025-03-16 13:08:00,Sunday,13,March,150,1,Bread,11,2025-03-27,601,Catering Service,Port Troychester,Vegetarian,Breakfast,-140,True,0,2,Owens-Johnson,Catering Service,"1058 Kimberly Locks
Port Emily, IL 57473",Port Troychester,051220-5307x61376,0,16,40,Allison Pennington,Individual,North Lydiaberg,+1-586-713-6798,1,15,15
204,824,571,Pending,2025-03-18 04:10:00,Tuesday,4,March,148,2,Bread,12,2025-03-27,993,Restaurant,East Stephanie,Vegetarian,Dinner,-140,True,1,2,Mckinney Ltd,Restaurant,"179 Fernandez Rapids
Campbellport, MA 31352",East Stephanie,225-959-2378,2,14,43,Lydia Phillips,Shelter,North Hollyland,704162-2429,3,15,11
205,915,531,Cancelled,2025-03-14 03:27:00,Friday,3,March,152,0,Vegetables,35,2025-03-22,198,Restaurant,Port Karen,Non-vegetarian,Snacks,-145,True,3,0,Bowman Llc,Restaurant,"70033 Katie Walk
South Joshuaport, NY 57110",Port Karen,890877-4218x852,2,10,43,Alexandra Rogers,Charity,Paulaburgh,911-326-3274x85954,0,10,18
206,94,747,Completed,2025-03-06 16:41:00,Thursday,16,March,160,1,Rice,35,2025-03-16,722,Restaurant,Linchester,Vegetarian,Lunch,-151,True,2,2,Young-Luna,Restaurant,"42661 Harris Motorway Apt. 610
Garrettville, OH 22338",Linchester,001-367-389-8038x71593,2,10,53,Vanessa Johnson,Shelter,Wilsonshire,151347-7079x5528,3,11,16
207,937,398,Completed,2025-03-18 16:07:00,Tuesday,16,March,148,1,Bread,18,2025-03-27,916,Catering Service,Patrickfort,Non-vegetarian,Lunch,-140,True,2,0,Davis And Sons,Catering Service,"551 Huynh Trail Apt. 373
Lake Kevinton, KS 39284",Patrickfort,9652663582,0,11,48,Alex White,Charity,Port Carmen,226363-8449,0,11,11
208,166,874,Pending,2025-03-09 07:30:00,Sunday,7,March,157,2,Soup,9,2025-03-17,58,Grocery Store,North Kevinhaven,Vegan,Lunch,-150,True,2,1,"Martin, Tyler And Wilkerson",Grocery Store,"334 Bishop Fort Suite 958
Port Jorge, NM 10652",North Kevinhaven,+1-287-799-5933x17852,1,16,46,Danny Brown,Individual,East Shirley,8293712280x79605,1,12,16
209,893,594,Cancelled,2025-03-12 23:25:00,Wednesday,23,March,154,0,Salad,3,2025-03-28,46,Grocery Store,South Lisaberg,Vegan,Lunch,-139,True,2,1,"Fisher, Hernandez And Webster",Grocery Store,"8490 Valdez Ports Suite 007
Port Jeremy, NV 85800",South Lisaberg,871-801-8397x99626,1,14,49,Sheri Johnson,Shelter,North Christopher,2539200751,3,17,10
210,813,388,Pending,2025-03-11 22:06:00,Tuesday,22,March,155,2,Fish,33,2025-03-23,610,Supermarket,Allenton,Vegetarian,Breakfast,-144,True,0,2,"Kelly, Cummings And Ward",Supermarket,"Unit 4632 Box 7131
DPO AP 21204",Allenton,7950787850,3,8,31,Nicole Mueller,Charity,Rachelberg,241-269-1178,0,10,12
211,406,787,Pending,2025-03-02 12:10:00,Sunday,12,March,164,2,Salad,28,2025-03-22,222,Catering Service,Stephanieberg,Vegetarian,Snacks,-145,True,3,2,"Tran, Douglas And Harvey",Catering Service,"5607 Ernest Summit
South Petertown, MS 89142",Stephanieberg,015911-4687x4992,0,13,44,Rachel Rios,Ngo,Sarahaven,319-104-8885,2,9,12
212,603,382,Completed,2025-03-08 00:30:00,Saturday,0,March,158,1,Rice,37,2025-03-28,858,Restaurant,Johnsonborough,Non-vegetarian,Lunch,-139,True,2,0,"Petersen, Morrison And Woods",Restaurant,"7626 Stephanie Creek Suite 634
Juliashire, WI 41937",Johnsonborough,+1-978-137-1967,2,14,51,Patricia Stevens,Shelter,Perezport,001-628-479-0049x980,3,9,20
213,227,631,Cancelled,2025-03-09 09:19:00,Sunday,9,March,157,0,Vegetables,25,2025-03-29,923,Supermarket,Jonestown,Non-vegetarian,Breakfast,-138,True,0,0,Rodriguez Inc,Supermarket,"937 Murray Turnpike
Lorrainestad, RI 37088",Jonestown,1383312143,3,9,42,Diana Fisher,Shelter,New Daryl,9743914500x152,3,9,14
214,479,893,Pending,2025-03-07 08:09:00,Friday,8,March,159,2,Salad,2,2025-03-18,786,Restaurant,Basstown,Vegetarian,Breakfast,-149,True,0,2,Simmons-Davis,Restaurant,"788 Tiffany Spur Apt. 373
Port Matthew, NY 44804",Basstown,5326684291x87339,2,8,48,Carrie Hess,Charity,Jarvisshire,+1-828-067-9673x188,0,11,19
215,33,762,Cancelled,2025-03-08 11:37:00,Saturday,11,March,158,0,Salad,9,2025-03-27,798,Grocery Store,North Amanda,Vegetarian,Breakfast,-140,True,0,2,Jordan Llc,Grocery Store,"2673 Maria Knolls
Comptonborough, NY 52749",North Amanda,+1-073-137-5460,1,12,42,Donna Chang,Ngo,East Stevenborough,9564962501,2,18,10
216,794,685,Pending,2025-03-17 23:16:00,Monday,23,March,149,2,Fruits,21,2025-03-27,380,Restaurant,Lake Christophermouth,Vegan,Snacks,-140,True,3,1,Nelson Plc,Restaurant,"USNS Walker
FPO AE 02837",Lake Christophermouth,302042-7352,2,21,24,Angela Knight,Individual,Port Joshua,491-330-2377x936,1,11,16
217,998,590,Completed,2025-03-06 08:04:00,Thursday,8,March,160,1,Fruits,6,2025-03-22,444,Restaurant,New Billy,Non-vegetarian,Dinner,-145,True,1,0,"King, Schneider And Banks",Restaurant,"4903 Hayes Neck
South William, VA 09048",New Billy,+1-965-260-6135x55791,2,9,39,Terry Fernandez,Shelter,Mooreburgh,5060527523x43392,3,10,16
218,523,176,Pending,2025-03-06 20:46:00,Thursday,20,March,160,2,Salad,29,2025-03-22,351,Grocery Store,South Stefanietown,Non-vegetarian,Lunch,-145,True,2,0,Berry-Mack,Grocery Store,"188 Tamara Crossroad
Lake Melissa, FL 63621",South Stefanietown,769872-1659,1,18,43,Brendan Farley,Ngo,Nicoleport,3763303007,2,10,10
219,488,255,Pending,2025-03-03 08:55:00,Monday,8,March,163,2,Fish,22,2025-03-19,527,Supermarket,Bonillahaven,Vegetarian,Breakfast,-148,True,0,2,"Moran, Mcmillan And Jones",Supermarket,"13859 Brandon Burg Suite 195
Jamesshire, KS 72927",Bonillahaven,001-261-466-0296x4350,3,12,49,Walter Myers,Individual,New Tina,+1-285-278-8381x0454,1,8,20
220,374,27,Cancelled,2025-03-02 23:05:00,Sunday,23,March,164,0,Chicken,44,2025-03-21,709,Restaurant,South Kathryn,Vegan,Lunch,-146,True,2,1,Barry Group,Restaurant,"632 Wong Place
West Shane, CO 27966",South Kathryn,+1-533-592-0009x5523,2,13,35,Johnny Page,Ngo,Susanfurt,2519222940,2,9,10
221,837,745,Cancelled,2025-03-01 23:38:00,Saturday,23,March,165,0,Soup,50,2025-03-24,642,Catering Service,Lesterstad,Vegan,Snacks,-143,True,3,1,Woodward-Jensen,Catering Service,"USCGC Ewing
FPO AP 42279",Lesterstad,432-670-6542x60306,0,10,24,Jose Vance,Ngo,Lake Heatherberg,2166207837x2021,2,16,15
222,550,747,Pending,2025-03-14 23:06:00,Friday,23,March,152,2,Rice,16,2025-03-29,836,Catering Service,New Ninashire,Vegan,Dinner,-138,True,1,1,Phillips Plc,Catering Service,"4419 Moore Pike Apt. 613
West Cheryl, VA 40988",New Ninashire,+1-041-200-9724x3812,0,13,46,Vanessa Johnson,Shelter,Wilsonshire,151347-7079x5528,3,11,16
223,486,407,Cancelled,2025-03-08 19:20:00,Saturday,19,March,158,0,Chicken,9,2025-03-25,550,Catering Service,Timothychester,Vegan,Snacks,-142,True,3,1,"Phelps, Graham And Hayes",Catering Service,"59138 Sherman Light Apt. 256
Rossside, ND 89271",Timothychester,512814-0594x96653,0,14,47,Arthur Thomas,Charity,Clarkhaven,001-797-615-8560x7849,0,10,21
224,924,893,Cancelled,2025-03-01 16:48:00,Saturday,16,March,165,0,Fish,3,2025-03-20,764,Restaurant,New Travisshire,Vegetarian,Dinner,-147,True,1,2,"Villegas, Chen And Campos",Restaurant,"5698 Trevor Ridges
Samanthaburgh, VT 05005",New Travisshire,619661-4594x325,2,15,42,Carrie Hess,Charity,Jarvisshire,+1-828-067-9673x188,0,11,19
225,217,850,Cancelled,2025-03-20 20:00:00,Thursday,20,March,146,0,Soup,42,2025-03-23,290,Supermarket,Bradleyport,Vegetarian,Lunch,-144,True,2,2,"Webb, Phillips And Garcia",Supermarket,"09931 Snyder Station Apt. 218
Ritterborough, IL 82418",Bradleyport,001-401-943-3400,3,11,53,Kristopher Mendoza,Individual,Bradfurt,678116-6339x54475,1,8,17
226,981,221,Completed,2025-03-10 14:59:00,Monday,14,March,156,1,Dairy,47,2025-03-18,999,Grocery Store,Stevenchester,Vegan,Breakfast,-149,True,0,1,Moody Ltd,Grocery Store,"17580 Ernest Hills
Lake Michaelmouth, OR 56416",Stevenchester,6373003664x4880,1,13,46,Rebecca Goodman,Shelter,Robinsonland,392221-8538x523,3,12,15
227,925,480,Completed,2025-03-06 05:40:00,Thursday,5,March,160,1,Salad,12,2025-03-26,665,Catering Service,West Billborough,Non-vegetarian,Lunch,-141,True,2,0,Ortega-Webb,Catering Service,"62621 Mikayla Hollow Suite 797
Melendezview, ME 58412",West Billborough,001-646-036-9173x42885,0,16,53,Michael Roberson,Ngo,South Davidstad,8219451712x4447,2,15,15
228,325,607,Pending,2025-03-10 10:07:00,Monday,10,March,156,2,Chicken,32,2025-03-25,365,Restaurant,West Robert,Vegan,Dinner,-142,True,1,1,"Bray, Nguyen And Christensen",Restaurant,"27009 Sheri Forges
Heidiview, AK 10251",West Robert,5899135215x7984,2,11,38,Sean Wolf,Ngo,Mcfarlandhaven,490913-7034x400,2,14,15
229,69,407,Completed,2025-03-19 23:40:00,Wednesday,23,March,147,1,Bread,47,2025-03-16,504,Catering Service,Gaineschester,Vegetarian,Snacks,-151,True,3,2,Small Ltd,Catering Service,"85125 Deanna Garden
New Sherry, IL 97694",Gaineschester,1943075475,0,13,40,Arthur Thomas,Charity,Clarkhaven,001-797-615-8560x7849,0,10,21
230,915,686,Pending,2025-03-20 04:11:00,Thursday,4,March,146,2,Vegetables,35,2025-03-22,198,Restaurant,Port Karen,Non-vegetarian,Snacks,-145,True,3,0,Bowman Llc,Restaurant,"70033 Katie Walk
South Joshuaport, NY 57110",Port Karen,890877-4218x852,2,10,43,Spencer Roberts,Charity,East Sheenahaven,074-920-1029x14932,0,16,18
231,208,281,Pending,2025-03-15 22:39:00,Saturday,22,March,151,2,Rice,27,2025-03-26,215,Grocery Store,New Curtis,Vegetarian,Dinner,-141,True,1,2,Simmons Ltd,Grocery Store,"6249 Michelle Islands Apt. 374
West Heather, VT 67074",New Curtis,219975-7084,1,10,53,Mrs. Kristin Adams Dds,Charity,Lake Christychester,073-764-3235,0,19,12
232,250,856,Cancelled,2025-03-17 04:43:00,Monday,4,March,149,0,Bread,8,2025-03-16,316,Supermarket,Williamsfort,Vegan,Snacks,-151,True,3,1,Johnson Group,Supermarket,"0019 Gray Trafficway
North Sara, NC 74122",Williamsfort,007484-4365x34610,3,12,41,Amanda Brown,Individual,New Larryshire,1763305060,1,14,10
233,922,858,Pending,2025-03-19 18:07:00,Wednesday,18,March,147,2,Soup,32,2025-03-22,312,Restaurant,North Ianbury,Non-vegetarian,Dinner,-145,True,1,0,Garcia-Hunter,Restaurant,"019 Amy Station
South Daniel, MD 51890",North Ianbury,150-729-4411,2,13,38,Ashley Harris,Individual,Lake Stephenchester,001-680-582-4607x74285,1,19,22
234,312,838,Pending,2025-03-17 06:35:00,Monday,6,March,149,2,Fruits,11,2025-03-26,238,Grocery Store,North Julieburgh,Non-vegetarian,Breakfast,-141,True,0,0,Decker Group,Grocery Store,"4464 Charles Creek
Sanchezborough, GA 09107",North Julieburgh,+1-152-318-5664x8137,1,16,43,Jessica Stephens,Charity,West Michaelton,358-977-8320,0,15,12
235,135,529,Cancelled,2025-03-10 15:40:00,Monday,15,March,156,0,Rice,44,2025-03-23,980,Restaurant,Port Melissa,Vegan,Lunch,-144,True,2,1,Baker Group,Restaurant,"82725 Walker Parkway
Karimouth, VA 07630",Port Melissa,8088381022x168,2,12,40,Amy Perez,Charity,West Jacquelineland,001-692-634-3701x202,0,19,20
236,327,301,Completed,2025-03-13 19:29:00,Thursday,19,March,153,1,Dairy,24,2025-03-22,834,Supermarket,Harrishaven,Vegetarian,Breakfast,-145,True,0,2,Bruce Inc,Supermarket,"642 Schultz Divide Apt. 480
Matthewview, PA 26612",Harrishaven,258012-0928x8067,3,11,49,Kristina Simpson,Ngo,Melissaport,3752453906,2,11,10
